player_id,Age,Gender,HCP,Driver,Driver_Dispersion,3-Wood,3-Wood_Dispersion,5-Wood,5-Wood_Dispersion,3-Hybrid,3-Hybrid_Dispersion,4-Hybrid,4-Hybrid_Dispersion,5-Hybrid,5-Hybrid_Dispersion,4-Iron,4-Iron_Dispersion,5-Iron,5-Iron_Dispersion,6-Iron,6-Iron_Dispersion,7-Iron,7-Iron_Dispersion,8-Iron,8-Iron_Dispersion,9-Iron,9-Iron_Dispersion,PW,PW_Dispersion,GW,GW_Dispersion,SW,SW_Dispersion,LW,LW_Dispersion
1863,57,Female,14.3,139.1,25.8,,,135.0,24.6,,,,,,,,,118.5,11.5,92.5,10.3,99.3,16.2,79.3,11.3,75.1,9.8,68.6,5.3,,,60.4,4.7,,
1864,40,Female,9.7,203.7,24.4,183.2,21.3,,,,,,,,,,,161.6,11.9,156.6,10.7,134.8,9.0,128.2,10.2,104.3,7.7,97.7,6.9,101.9,4.4,88.3,6.1,,
1865,50,Female,17.7,170.8,30.7,135.7,24.3,,,,,,,111.7,16.3,,,,,141.5,16.0,82.2,12.9,102.3,6.8,76.3,10.4,70.0,8.4,,,72.0,7.3,,
1866,52,Male,30.3,145.9,25.2,,,122.6,22.3,,,109.6,12.4,114.8,16.3,,,,,97.5,10.9,96.2,16.2,82.0,11.4,,,74.2,8.1,,,66.9,10.0,,
1867,36,Male,26.6,193.8,33.1,,,153.7,24.5,,,,,116.0,18.1,,,,,113.3,17.9,132.4,16.7,115.4,9.7,122.7,8.0,83.4,6.1,66.0,5.4,78.1,6.4,65.8,8.2
1868,48,Male,32.4,144.9,37.0,124.5,26.6,,,,,,,,,,,,,,,88.0,16.4,82.0,14.9,79.5,9.5,89.8,8.7,,,65.0,5.7,,
1869,33,Female,12.6,183.8,28.5,,,,,140.7,21.7,146.7,15.6,156.4,10.3,,,,,123.4,15.2,133.4,11.9,,,109.2,10.6,102.4,7.0,86.9,6.5,82.7,7.4,,
1870,41,Female,27.1,150.9,35.9,,,,,,,,,,,,,,,110.1,13.6,82.8,11.7,91.4,13.3,94.4,5.7,62.9,7.8,63.2,6.6,63.5,7.5,47.3,9.0
1871,36,Male,30.9,169.1,33.9,,,,,,,111.3,19.3,109.1,12.7,,,,,132.0,15.1,114.9,16.1,109.6,13.1,80.9,5.8,71.0,8.5,72.1,7.5,80.6,9.1,,
1872,25,Male,6.1,264.1,20.2,254.0,13.3,,,,,,,,,203.1,12.0,195.4,9.7,182.5,13.3,169.8,9.2,169.2,6.3,156.0,7.9,140.9,3.5,118.9,4.0,120.1,5.9,111.8,6.3
1873,19,Female,24.9,162.9,30.7,121.0,19.5,,,,,,,,,,,,,105.4,13.4,98.0,10.5,94.3,10.9,83.1,9.6,77.6,8.3,67.8,5.2,67.4,9.2,,
1874,50,Male,20.4,214.4,30.3,171.8,35.0,,,,,,,,,,,120.5,18.5,,,125.2,15.2,124.9,9.3,109.0,11.7,100.4,4.8,93.2,7.9,96.8,6.6,72.9,9.4
1875,36,Male,6.8,276.5,17.2,239.0,24.4,,,221.8,14.3,,,,,,,188.2,14.7,181.7,11.9,167.2,9.6,164.7,8.2,146.4,5.9,138.2,5.9,125.3,5.6,117.0,6.6,,
1876,57,Male,0.5,219.2,19.8,221.7,13.6,,,210.0,9.3,192.9,9.3,,,,,166.3,14.6,178.9,7.6,148.8,10.1,145.9,8.8,137.6,6.5,132.1,3.8,,,110.5,6.7,105.8,7.6
1877,37,Male,3.1,289.3,18.4,267.7,23.8,,,231.1,16.4,,,,,,,206.9,12.6,199.0,13.0,181.6,7.0,169.2,5.8,156.7,5.0,149.0,6.8,,,120.6,6.8,115.9,4.0
1878,22,Female,10.1,197.4,23.3,181.9,16.2,,,,,155.8,11.6,149.4,18.8,,,,,139.0,15.2,127.7,10.9,128.7,11.3,,,100.1,4.2,,,86.6,5.9,,
1879,45,Male,8.8,240.7,23.1,220.5,21.6,,,,,,,188.0,10.6,,,174.3,9.0,148.8,10.0,152.2,11.0,136.8,9.1,142.6,8.2,130.2,3.1,,,102.8,4.0,102.7,6.6
1880,45,Male,10.8,258.4,35.0,168.3,27.3,185.1,15.9,177.0,14.3,,,161.1,12.8,,,,,155.2,9.7,,,139.4,8.7,132.3,6.1,123.7,4.6,,,103.4,6.5,87.8,10.5
1881,57,Male,13.9,201.9,34.3,,,178.3,19.9,,,,,,,,,145.4,12.1,128.8,15.5,125.3,11.4,116.3,8.3,111.9,7.1,102.6,6.3,,,79.5,5.4,100.7,7.4
1882,55,Male,23.5,151.5,35.6,161.7,27.2,,,,,,,129.9,17.2,,,,,107.9,19.2,103.7,14.8,98.7,12.4,87.1,9.2,79.3,9.6,76.9,4.6,74.4,7.9,55.6,5.8
1883,55,Male,15.0,207.9,27.1,184.0,29.2,,,146.3,24.3,,,156.5,11.7,,,153.0,18.8,94.0,14.9,140.4,10.5,119.4,8.5,124.9,10.7,97.9,6.2,,,89.8,5.2,83.1,5.7
1884,58,Male,20.1,198.6,29.9,159.9,24.2,,,,,,,116.0,15.2,,,107.6,21.5,107.6,17.5,126.5,15.2,92.5,7.0,103.6,8.9,92.4,6.2,,,85.0,9.5,64.4,11.8
1885,58,Male,5.1,234.3,22.7,202.0,23.6,189.3,20.6,,,,,,,,,157.4,7.4,153.2,11.1,141.7,12.3,127.6,5.1,122.4,8.3,117.0,3.5,109.1,5.6,101.1,5.3,90.7,4.9
1886,51,Male,0.6,258.2,27.7,245.5,16.4,221.3,19.8,217.7,19.2,,,,,,,195.0,7.3,182.4,10.1,,,156.5,8.4,147.9,8.1,131.8,5.7,,,116.8,3.6,104.2,4.4
1887,58,Male,25.7,140.8,29.7,169.7,25.2,185.2,21.7,,,,,110.8,19.6,,,,,139.9,15.2,89.0,12.8,82.0,9.4,88.8,7.8,91.4,4.1,,,60.5,7.7,,
1888,55,Female,23.7,139.9,33.4,100.0,24.9,100.2,24.0,,,,,,,,,,,94.6,18.2,79.5,10.4,78.8,11.9,76.6,10.0,66.7,6.8,64.9,9.3,61.5,7.8,,
1889,50,Male,34.7,146.7,33.3,,,,,,,,,,,104.5,15.5,,,94.0,18.3,88.0,9.1,82.0,14.6,76.0,5.8,71.0,6.5,66.0,9.5,65.7,6.2,55.0,11.7
1890,59,Female,24.3,132.2,29.6,107.2,31.4,105.5,22.1,,,,,80.0,10.2,,,,,83.0,17.2,,,77.9,8.4,67.6,5.2,60.6,7.2,,,51.0,5.2,,
1891,47,Female,26.3,111.5,22.8,125.4,23.2,,,,,,,,,,,,,83.2,16.0,92.1,12.0,76.8,11.4,76.3,11.3,55.9,9.5,,,48.5,7.0,51.5,7.7
1892,43,Female,5.0,220.1,27.6,195.7,18.8,,,,,,,,,169.5,14.3,152.7,14.6,153.8,13.9,140.0,7.8,134.0,8.3,,,105.8,4.5,,,93.6,3.6,86.0,7.4
1893,21,Female,18.2,174.2,22.7,157.2,25.5,,,,,154.8,13.9,111.8,17.3,,,,,126.3,9.6,117.9,8.4,84.6,10.3,105.3,5.1,96.8,6.8,81.1,7.9,75.1,8.4,,
1894,28,Male,2.0,277.6,24.6,253.0,18.4,,,,,,,,,214.2,8.5,,,,,,,161.8,4.9,164.2,8.3,151.3,3.4,,,127.1,6.3,,
1895,27,Female,29.9,115.9,36.8,,,,,,,,,95.5,19.0,93.5,17.7,,,86.0,19.0,84.1,15.8,69.1,12.8,74.6,10.1,55.5,4.2,,,59.9,6.1,,
1896,36,Male,21.1,238.0,29.5,,,,,161.4,19.6,,,,,,,164.4,19.6,146.1,18.1,133.0,10.4,124.9,12.7,110.6,8.5,104.0,5.1,,,84.9,7.3,,
1897,48,Male,29.0,161.5,25.3,,,,,111.0,19.6,,,123.1,19.0,,,,,118.5,12.0,123.2,12.4,82.0,11.8,109.5,6.3,77.6,5.4,82.0,9.0,60.5,6.8,,
1898,41,Male,34.2,143.7,30.6,135.7,27.0,,,,,,,112.5,17.5,,,,,,,88.0,8.4,93.1,11.2,78.8,7.2,71.0,5.2,66.0,5.3,76.1,6.3,,
1899,29,Female,2.9,227.5,21.1,208.0,16.5,,,,,,,,,181.5,17.1,172.7,9.3,,,147.3,10.0,139.0,4.9,128.1,5.6,113.0,4.6,109.2,5.7,100.3,4.4,,
1900,54,Female,16.3,145.9,34.8,,,,,,,,,119.0,19.3,,,,,130.3,11.9,102.6,12.9,96.3,8.6,85.7,8.4,71.3,5.1,,,71.3,7.4,67.7,10.0
1901,54,Male,7.7,246.0,16.0,195.0,18.0,195.5,16.0,,,180.4,12.0,,,,,164.7,15.4,153.8,8.6,140.4,6.7,132.9,5.6,117.8,4.7,123.4,3.0,99.8,4.9,96.9,6.4,89.7,3.8
1902,18,Female,15.7,194.9,24.3,169.1,21.3,,,,,,,127.6,17.1,,,,,,,108.1,14.9,111.8,7.6,99.7,8.4,97.0,5.7,96.8,4.2,72.8,8.0,,
1903,32,Male,11.7,263.3,20.0,212.6,19.8,208.3,24.2,,,,,,,,,,,176.8,11.3,168.2,15.8,137.1,8.3,127.7,6.1,134.3,7.1,,,103.0,7.7,94.9,10.2
1904,51,Female,22.7,158.2,20.7,142.5,21.7,112.5,27.0,,,,,,,,,110.2,12.2,99.5,13.3,83.3,13.5,77.3,14.3,73.0,8.3,81.1,9.9,66.3,8.4,69.1,8.2,57.9,5.2
1905,35,Female,31.1,111.5,27.0,107.5,26.2,,,,,,,97.1,10.6,122.7,14.2,,,,,87.0,12.2,77.2,10.7,63.3,8.0,80.2,9.4,,,54.6,7.2,56.3,11.5
1906,30,Male,13.5,248.3,33.6,224.8,23.0,,,,,,,,,,,169.3,15.8,182.3,15.8,160.9,13.9,147.3,10.7,140.1,7.7,114.9,8.7,138.0,7.9,117.6,4.9,,
1907,59,Male,2.1,236.7,26.8,209.0,15.2,,,187.2,14.5,,,,,,,158.9,9.8,168.4,9.3,145.2,7.0,127.4,5.2,131.5,3.9,121.2,3.6,,,102.6,5.2,,
1908,27,Female,17.3,165.9,25.4,174.3,28.9,,,,,,,,,,,,,114.8,16.1,111.8,9.3,124.3,8.4,85.5,7.5,81.6,8.2,,,84.7,7.3,71.0,5.3
1909,22,Male,4.0,286.0,18.4,252.9,18.9,,,225.5,17.7,,,203.1,11.2,212.3,10.5,202.1,12.1,190.9,9.8,178.7,9.2,166.6,5.8,154.4,8.3,144.2,4.5,,,122.9,6.8,111.7,4.3
1910,35,Male,6.1,276.5,26.5,244.4,16.7,,,,,,,,,205.2,10.5,195.4,12.4,184.6,11.7,172.8,8.5,161.0,10.3,149.2,5.3,139.4,2.9,129.6,3.3,118.8,5.5,108.0,7.0
1911,37,Male,11.0,242.1,20.2,239.3,29.9,,,,,,,,,,,,,159.3,11.0,150.1,15.0,143.2,11.3,137.8,6.2,127.9,4.4,128.2,9.0,105.1,6.6,,
1912,36,Male,7.6,268.4,20.8,249.0,15.6,,,,,204.0,11.6,,,,,183.6,14.0,178.8,10.7,172.9,10.4,159.8,9.9,158.5,7.2,141.4,4.2,,,119.2,6.6,99.1,6.8
1913,38,Male,23.2,207.9,25.1,155.2,21.7,,,,,,,,,,,133.0,11.2,128.0,18.2,148.9,12.5,125.8,13.6,99.1,8.6,100.0,6.0,,,87.8,8.4,,
1914,48,Male,25.3,188.7,28.8,,,,,,,,,,,,,,,104.4,10.6,111.4,14.5,92.0,12.6,93.5,9.2,87.2,8.9,83.5,8.4,69.5,8.1,79.6,8.3
1915,41,Male,27.5,190.5,21.2,169.0,22.4,,,127.5,27.8,,,,,,,,,122.1,12.7,89.7,17.5,106.9,8.9,97.9,11.2,77.4,5.8,,,60.5,8.8,78.8,10.5
1916,48,Male,3.4,276.7,23.5,233.5,24.0,239.0,12.2,215.7,15.0,,,,,196.0,14.2,193.0,9.3,174.8,10.3,174.6,12.4,157.0,5.9,140.5,4.5,127.3,4.7,,,113.5,5.6,105.5,4.3
1917,34,Male,0.9,300.0,21.5,265.3,23.3,,,236.5,14.9,,,,,222.7,13.9,212.0,10.4,200.3,7.0,187.5,7.8,174.7,5.7,162.0,8.2,151.3,6.5,,,128.9,4.5,117.2,6.8
1918,47,Male,14.1,214.3,35.8,203.8,18.2,,,177.2,19.4,,,,,,,,,143.7,17.9,141.8,11.6,145.0,8.0,126.8,9.9,115.6,8.0,101.2,4.6,101.6,7.9,,
1919,38,Male,5.6,280.4,24.0,258.3,13.3,,,,,,,,,207.8,9.9,,,189.0,13.2,157.6,9.3,159.4,8.3,160.2,3.9,143.4,3.9,,,119.6,5.0,101.0,4.9
1920,22,Male,31.1,146.6,37.4,,,133.0,16.4,,,,,107.1,21.3,,,111.7,12.6,110.0,12.7,88.0,14.5,92.5,14.6,82.7,11.8,77.7,7.8,71.1,8.0,60.5,8.0,55.0,7.2
1921,29,Male,26.2,194.5,28.8,,,157.0,29.0,,,164.1,17.6,,,,,,,128.2,10.8,104.4,16.2,104.0,7.2,101.3,9.9,84.4,10.0,82.0,6.8,86.2,6.3,62.4,7.4
1922,31,Male,31.8,185.3,32.3,141.2,30.1,,,,,,,100.0,13.7,,,,,110.8,19.0,99.2,11.5,102.8,14.1,94.0,7.8,75.3,9.6,,,71.7,9.0,,
1923,49,Male,14.2,231.3,30.5,186.8,20.5,,,160.6,18.7,,,,,,,137.3,18.0,141.2,11.1,121.4,13.3,111.7,8.7,,,105.0,3.6,98.9,7.2,88.0,6.0,,
1924,49,Male,19.5,212.6,18.6,166.4,26.4,,,,,,,,,,,,,134.1,14.3,127.4,9.2,109.3,13.0,105.1,4.8,95.9,7.6,74.2,8.4,89.4,8.6,,
1925,31,Female,7.4,212.0,23.4,193.2,20.1,180.4,14.7,,,,,,,,,,,152.9,9.9,135.6,7.3,130.5,6.1,115.8,3.7,102.5,5.4,,,92.7,6.0,85.3,7.8
1926,46,Female,33.5,111.5,28.7,101.2,18.3,,,,,90.6,22.7,,,,,,,,,73.7,14.2,71.9,9.7,61.5,5.5,59.7,7.5,,,48.5,9.9,50.6,6.6
1927,39,Male,13.6,197.7,27.0,221.1,24.7,,,194.3,11.0,,,170.7,10.8,,,151.9,12.4,157.7,12.1,134.4,8.6,137.4,8.4,125.6,7.1,127.1,8.4,,,109.5,7.6,107.2,10.0
1928,29,Female,3.9,224.1,20.2,200.7,17.8,,,,,,,,,,,159.3,7.6,152.7,9.2,148.5,7.4,136.3,6.8,121.3,3.6,111.3,5.1,104.7,4.8,95.7,5.1,,
1929,44,Female,35.1,111.5,24.1,130.8,25.1,,,89.0,24.1,,,80.0,15.2,,,,,,,71.5,15.6,66.5,9.5,63.5,6.2,55.5,8.0,,,56.1,5.2,,
1930,53,Female,12.7,154.5,30.1,,,145.7,23.4,,,,,,,136.3,11.8,,,123.0,15.0,111.6,15.1,112.1,12.7,97.5,6.3,101.0,4.9,81.8,5.4,66.1,6.2,61.4,10.0
1931,27,Male,17.9,223.8,34.6,,,,,,,,,143.4,18.1,,,153.1,10.0,136.7,13.7,137.9,7.9,118.5,6.5,122.6,5.1,109.5,7.8,95.8,7.4,95.1,7.0,,
1932,54,Male,8.2,226.5,17.9,205.7,15.0,,,182.5,14.6,,,,,,,161.2,10.3,152.3,8.5,142.3,9.5,134.7,8.8,127.0,4.5,115.5,5.9,,,98.7,5.2,,
1933,21,Male,0.0,297.3,25.0,268.9,16.4,,,239.8,18.3,,,,,,,214.9,7.2,203.0,12.9,188.6,9.8,,,164.2,6.2,151.5,5.3,,,130.7,6.2,,
1934,38,Female,4.3,221.9,19.8,,,,,,,,,,,175.7,13.9,173.8,11.4,160.1,13.9,147.5,10.3,135.7,10.4,123.4,6.7,112.3,5.5,,,99.5,5.2,89.3,7.4
1935,33,Male,9.6,259.2,27.7,215.3,19.3,,,198.0,10.6,,,,,,,186.6,12.7,173.5,8.9,159.6,5.9,150.5,7.1,144.1,7.0,124.6,4.1,,,113.1,4.9,101.3,5.5
1936,38,Female,12.0,173.2,30.6,175.3,18.0,,,178.5,18.9,,,,,,,,,129.0,12.1,126.2,12.2,113.8,10.7,,,90.9,4.1,,,94.6,6.2,95.1,8.2
1937,57,Male,20.5,185.0,22.9,161.7,30.0,,,,,,,,,,,,,114.3,19.2,119.4,10.5,115.2,12.6,76.0,6.3,81.1,7.0,78.2,6.1,63.1,7.0,63.6,9.6
1938,56,Female,35.6,111.5,30.5,,,,,,,,,80.0,15.3,,,95.3,14.4,77.5,10.3,71.5,12.5,66.5,13.6,61.5,6.6,55.5,5.2,60.7,4.8,48.5,8.3,45.0,11.7
1939,52,Male,29.2,173.3,36.4,,,,,,,,,120.0,14.5,,,,,94.0,12.0,,,100.5,9.3,77.8,8.0,72.6,4.6,85.3,9.2,72.1,7.9,,
1940,34,Male,4.9,259.0,16.2,240.1,19.0,,,,,,,,,,,203.2,9.9,189.6,13.5,,,163.0,9.5,155.2,4.9,145.7,4.1,139.0,6.5,125.6,4.4,,
1941,38,Male,27.0,193.4,27.2,,,,,,,,,126.8,16.8,,,,,113.6,19.8,122.0,11.1,106.2,10.7,100.6,6.2,92.0,4.2,84.0,4.8,76.0,5.5,,
1942,41,Male,6.1,278.9,16.8,236.0,17.4,231.4,16.4,220.3,15.0,,,177.6,7.1,,,187.5,10.8,173.9,11.0,177.5,11.5,164.3,9.3,140.4,7.4,127.7,5.6,,,122.0,5.7,92.4,7.9
1943,28,Female,19.6,196.5,29.7,153.4,17.7,,,,,,,124.6,14.3,,,115.8,17.8,123.2,10.5,92.2,11.2,102.6,8.2,98.5,8.8,97.2,8.7,85.6,7.4,87.0,5.1,58.6,8.8
1944,31,Male,9.6,249.6,25.0,225.8,22.8,,,208.1,15.0,,,,,206.1,10.5,184.5,14.4,176.0,12.0,175.5,7.4,149.2,9.2,153.8,5.5,130.9,3.9,121.1,3.0,111.6,5.8,104.4,4.0
1945,35,Male,19.0,181.9,23.2,174.8,24.6,,,,,,,,,162.6,16.4,161.0,18.2,112.9,9.0,148.8,13.5,,,129.5,6.9,101.5,5.9,98.5,7.1,100.9,8.2,,
1946,47,Male,28.2,170.1,21.7,149.4,24.7,,,,,,,,,,,110.9,10.7,104.7,15.6,108.3,8.9,90.0,9.2,87.7,10.3,78.3,6.4,,,74.2,7.7,,
1947,51,Male,10.6,273.3,31.8,199.2,24.9,,,,,,,,,,,,,167.0,15.3,132.8,15.2,114.2,10.2,122.7,6.2,112.8,4.0,114.0,5.7,99.5,5.3,83.9,9.8
1948,40,Male,0.5,301.9,15.6,266.9,15.6,,,,,,,,,224.0,9.2,213.3,14.5,201.5,13.4,188.7,6.8,175.8,9.5,162.9,8.4,152.2,5.4,,,129.7,5.6,,
1949,53,Female,22.8,142.6,36.6,132.3,33.6,,,,,,,,,,,,,105.9,16.6,94.6,11.3,79.1,13.7,61.6,5.3,69.3,8.1,,,62.6,7.1,54.5,6.1
1950,33,Female,12.5,187.6,22.6,175.5,22.8,,,159.2,13.3,,,146.4,17.0,,,,,165.5,13.2,120.6,13.4,117.1,9.5,106.0,6.8,102.2,5.5,90.3,8.6,80.1,6.1,,
1951,34,Female,17.0,172.4,18.8,164.4,25.5,169.8,18.9,,,,,,,,,,,128.2,16.0,121.1,14.0,111.9,10.7,115.1,6.4,78.4,3.7,88.3,4.1,74.8,7.2,74.0,8.8
1952,24,Male,28.2,167.0,20.2,,,,,,,108.1,18.7,100.0,16.2,,,116.5,14.1,103.3,18.2,106.2,17.4,87.6,12.3,93.4,8.3,100.7,8.1,,,66.3,9.4,64.5,6.7
1953,38,Female,8.7,198.8,27.2,184.4,22.9,,,,,,,,,159.8,17.5,172.2,15.2,142.8,8.4,137.0,6.4,,,107.2,3.8,107.0,4.5,108.8,3.5,87.0,4.6,89.1,4.5
1954,49,Male,30.5,179.0,28.2,129.2,30.8,,,,,,,,,,,,,109.6,11.4,,,86.8,11.5,95.4,9.6,88.3,5.6,81.5,4.3,68.1,9.3,55.0,9.6
1955,28,Female,4.1,227.3,14.3,207.4,16.6,,,180.7,14.9,176.0,13.6,,,,,172.5,13.6,150.9,11.6,154.4,8.5,134.9,6.3,132.8,8.2,110.1,3.3,,,99.5,3.7,,
1956,33,Male,16.5,214.2,21.4,212.9,25.0,,,,,,,,,,,159.7,17.8,153.3,11.0,141.8,8.7,142.0,8.8,126.5,5.0,111.6,5.9,93.6,8.5,103.3,9.0,,
1957,36,Male,4.9,279.5,24.1,247.6,22.9,,,,,,,,,210.5,15.9,198.8,13.7,186.9,12.7,175.2,7.1,165.8,5.6,153.2,5.0,143.0,3.7,,,121.5,6.9,,
1958,25,Female,9.2,205.0,17.1,193.5,23.0,,,,,,,,,,,156.5,13.5,148.1,8.5,135.3,8.9,120.6,5.0,113.6,7.1,103.7,5.0,96.8,6.7,91.6,4.7,,
1959,36,Male,9.2,258.7,18.3,230.0,20.9,,,208.5,17.4,,,,,190.7,10.8,188.8,10.9,178.5,13.4,164.0,5.8,149.0,10.4,140.6,5.6,132.0,3.1,126.9,3.9,114.1,6.7,,
1960,25,Male,6.6,269.2,18.0,256.0,19.3,213.7,20.3,,,,,,,,,184.0,12.2,188.8,8.5,,,162.8,6.5,142.0,5.9,145.3,3.1,133.3,3.1,121.9,3.8,101.7,6.4
1961,53,Male,26.5,140.8,22.6,,,,,,,121.9,20.8,116.0,14.7,,,,,132.2,13.6,,,93.7,10.9,106.9,11.5,77.8,9.3,85.5,8.6,84.5,5.8,57.5,6.8
1962,52,Male,16.4,210.9,27.3,179.4,20.9,,,,,,,167.5,17.6,,,,,146.6,16.3,148.6,14.9,85.4,11.5,97.1,6.2,82.2,8.0,83.9,4.2,86.3,6.3,59.2,5.6
1963,19,Female,7.9,209.5,20.3,180.8,19.3,,,167.5,12.4,160.6,12.4,,,164.7,13.4,155.7,8.1,141.4,12.2,134.7,7.6,124.0,8.2,118.0,4.9,108.1,2.9,98.8,5.8,94.0,5.2,86.4,5.0
1964,22,Male,11.4,265.6,20.3,241.5,30.8,,,,,,,,,,,173.1,15.2,158.0,9.7,157.6,8.9,143.9,11.9,152.4,5.3,113.4,6.4,,,104.8,4.8,99.2,9.3
1965,38,Male,30.7,172.4,39.7,,,,,,,,,100.0,16.7,,,,,109.9,13.7,113.7,17.3,86.2,11.6,92.4,7.5,86.5,8.2,,,74.8,9.2,,
1966,58,Male,8.6,220.9,23.9,192.8,22.0,180.9,15.4,170.7,18.8,,,,,,,153.2,15.4,147.3,11.6,134.7,9.6,126.2,7.5,116.7,7.7,110.7,6.4,,,94.6,6.8,84.0,5.0
1967,18,Female,20.5,177.5,26.8,149.5,27.3,,,,,,,117.9,11.0,,,,,117.0,19.6,,,108.6,10.0,85.4,9.6,82.3,4.9,,,78.7,7.3,,
1968,25,Male,31.7,177.7,23.8,144.0,32.4,134.6,28.8,,,,,115.2,13.9,,,,,96.2,16.6,110.6,9.9,96.4,13.1,88.0,9.0,87.0,6.2,66.0,5.2,64.3,6.8,,
1969,45,Male,1.1,279.2,24.1,256.9,14.1,,,,,,,208.9,9.2,,,198.6,11.6,187.2,9.6,173.6,8.2,164.2,9.2,154.0,4.3,145.6,3.7,134.4,6.2,119.5,5.3,,
1970,55,Male,4.6,239.9,16.1,,,,,189.0,14.2,,,,,170.7,13.8,176.7,13.3,161.8,10.9,145.1,9.8,141.4,6.7,130.8,4.3,120.5,5.0,108.8,4.1,100.6,6.2,,
1971,25,Male,23.3,216.3,23.9,,,,,,,,,,,,,,,129.1,15.9,125.5,17.8,98.0,10.6,104.2,5.9,91.1,5.0,95.2,8.3,84.9,9.2,,
1972,38,Female,32.7,130.8,29.0,,,101.0,27.5,,,,,80.0,10.9,,,89.6,12.5,88.0,12.8,73.6,12.1,73.0,7.5,75.8,7.0,56.8,7.0,,,48.5,7.5,49.1,5.1
1973,28,Female,4.5,227.6,18.3,201.6,18.7,194.0,18.9,187.3,15.5,,,161.3,14.0,181.2,17.4,168.1,7.8,158.9,13.0,139.5,6.5,143.6,7.1,122.1,8.0,108.6,6.0,,,90.5,4.7,88.8,7.4
1974,38,Male,5.6,286.7,20.0,247.0,13.4,,,,,,,,,,,211.7,12.9,181.1,7.5,183.4,8.3,169.4,9.7,148.5,4.9,149.8,6.3,123.3,3.6,130.7,4.7,102.5,5.5
1975,34,Male,16.4,220.4,27.9,213.6,17.2,,,182.7,24.2,,,166.4,9.4,,,,,148.2,14.7,134.2,12.2,,,129.7,10.5,109.8,5.0,109.3,7.0,100.9,8.5,90.6,10.4
1976,50,Male,21.1,170.5,20.3,170.6,20.1,,,,,,,144.1,20.4,,,141.0,14.0,119.4,13.1,113.1,14.7,112.3,9.9,105.6,6.5,102.2,7.9,,,79.6,8.7,,
1977,26,Male,4.0,287.8,19.0,252.0,22.8,,,225.5,17.6,217.1,8.6,,,,,203.6,12.8,190.9,13.3,182.7,11.7,169.9,7.1,158.6,4.7,143.9,2.8,135.7,3.0,121.6,6.8,,
1978,40,Female,2.8,210.7,20.6,,,,,189.6,12.6,,,,,184.3,14.0,,,167.4,10.2,146.0,8.6,132.0,5.6,125.8,6.7,112.3,3.4,113.4,7.0,104.2,6.6,,
1979,21,Male,29.3,169.5,39.6,,,,,145.4,27.3,,,,,,,,,95.6,16.4,111.7,15.0,104.2,13.9,89.7,8.6,93.2,5.9,,,82.2,5.8,,
1980,24,Male,15.3,265.9,23.1,229.4,20.4,,,,,162.6,15.6,,,,,,,148.0,11.9,144.4,14.0,131.2,9.8,115.6,5.6,122.2,8.4,,,93.2,7.7,104.5,7.5
1981,44,Male,3.7,271.0,21.8,,,,,,,,,,,,,190.8,15.0,191.7,10.0,169.0,10.7,152.1,8.6,139.6,7.4,140.5,3.0,,,129.5,5.5,103.5,4.1
1982,27,Female,16.7,183.7,24.8,160.5,23.5,,,,,124.6,20.7,132.7,13.5,,,,,129.7,14.9,120.2,12.5,108.1,11.6,107.2,5.2,96.8,8.5,,,79.5,5.1,,
1983,46,Male,24.2,182.5,30.5,162.5,31.3,,,143.5,16.8,,,130.4,16.4,,,117.8,19.4,107.3,11.2,111.1,13.8,112.6,9.0,97.4,6.5,92.4,4.1,,,85.3,8.8,,
1984,35,Male,17.4,230.7,35.3,180.0,26.6,,,,,,,,,,,,,159.8,10.8,135.5,15.8,127.6,13.5,127.9,6.2,113.3,5.1,107.5,5.7,97.9,5.7,,
1985,48,Male,19.2,177.1,34.6,168.0,27.1,,,,,,,,,,,,,130.7,14.2,123.0,9.8,120.5,13.4,104.9,9.3,105.0,6.3,,,90.3,7.9,79.3,8.9
1986,24,Male,0.8,301.4,24.2,267.9,15.9,251.4,15.9,,,,,,,,,214.9,9.4,200.3,9.4,188.3,10.6,,,162.1,7.5,150.8,6.1,140.4,6.3,129.7,4.8,,
1987,57,Female,0.8,199.0,14.9,179.7,20.7,,,150.9,12.3,,,,,,,142.5,9.7,135.4,11.8,121.8,9.2,111.6,5.3,114.3,7.4,100.0,4.8,,,78.0,4.3,78.6,3.8
1988,51,Male,10.6,248.1,29.0,217.0,19.4,180.7,16.0,,,,,,,,,,,157.8,9.9,137.6,9.4,128.6,11.4,133.1,9.3,115.7,8.4,107.3,7.2,106.4,8.0,,
1989,19,Female,9.2,211.8,27.5,190.8,14.1,,,,,161.8,12.9,,,165.2,13.7,156.6,10.9,142.4,7.3,133.2,6.2,123.5,8.2,112.7,6.4,104.0,3.6,,,88.1,3.8,83.8,7.2
1990,19,Female,18.5,182.1,35.0,158.7,30.7,,,,,,,,,,,,,118.4,15.2,112.6,13.9,,,103.0,7.3,91.0,7.1,85.5,5.6,83.7,7.7,64.7,4.8
1991,49,Male,12.7,226.5,32.2,200.0,21.0,,,,,173.0,12.4,,,,,,,140.3,17.4,143.5,10.1,134.6,10.4,114.5,9.7,112.0,5.6,106.9,5.4,94.0,5.7,,
